US HY,US HY OAS,US HY OAD,US HY WARF,US HY Ratio of MV,US HY M Total Return,US HY M Excess Return,US HY Tr Series Total Return,US HY Tr Series Excess Return,US HY Trl 12M TR,US HY Trl 12M ER,HY DIFF,Fallen OAS,Fallen OAD,Fallen WARF,Fallen Ratio of MV,Fallen M Total Return,Fallen M Excess Return,Fallen Tr Series Total Return,Fallen Tr Series Excess Return,Fallen Trl 12M TR,Fallen Trl 12M ER,Diff,Warf Diff,HY OAS,OAS Diff,TR Diff,ER Diff
1/31/2006,323.2748494,4.533165954,2661.038621,1,0.640049544,0.610711303,1.608510339,0.942536659,12.10150676,6.54187469,-0.582110646,335.9008242,5.426141105,2034.741746,0.306005491,-0.426359882,-0.582110646,2.630935794,1.514717217,15.06254925,9.48845119,-1.192821949,626.2968753,66.80751593,12.62597483,2.961042491,2.946576501
2/28/2006,319.5480583,4.549257483,2717.200321,1,0.604871066,1.321228612,1.618239752,0.954989723,11.54860504,5.15286664,2.237640476,353.037784,5.42011906,2088.479048,0.302000331,1.169900659,2.237640476,2.661715129,1.548611143,13.33673964,6.815285262,0.916411864,628.7212723,55.79089549,33.48972577,1.788134601,1.662418621
3/31/2006,294.8538729,4.425634323,2702.792542,1,0.582363404,0.770118927,1.627663789,0.96234428,12.3174412,5.180035795,0.82941155,313.5028225,5.266311791,2130.409607,0.302074338,0.389129134,0.82941155,2.672072638,1.561455502,14.067746,6.503786841,0.059292623,572.3829352,23.79619929,18.64894953,1.750304806,1.323751046
4/28/2006,290.1504973,4.495404052,2735.780164,1,0.003280779,-0.011349443,1.627717189,0.962235059,13.16127137,6.842688605,0.281336889,307.2189318,5.315639616,2079.340067,0.294310088,0.306296113,0.281336889,2.680257093,1.565848453,14.61941366,8.053790933,0.292686332,656.440097,29.19355381,17.06843452,1.458142288,1.211102329
5/31/2006,296.4516588,4.491950069,2728.667308,1,-0.342347397,-0.588327207,1.622144741,0.956573968,11.56314228,5.518044096,0.096399503,308.5205497,5.285906851,2021.662204,0.293113682,0.407022327,0.096399503,2.691166338,1.567357923,12.37513145,6.310097048,0.684726711,707.0051046,61.10658892,12.06889094,0.811989174,0.792052952
6/30/2006,317.5860633,4.568531777,2703.806411,1,0.971812969,-0.257830738,1.637908954,0.954107626,6.685997777,0.45121062,0.141807396,310.1439762,5.310117617,2049.402439,0.293843846,1.438295129,0.141807396,2.729873252,1.569580552,6.644029342,0.384973093,0.399638134,654.4039722,31.8483447,-7.442087106,-0.041968435,-0.066237528
7/31/2006,328.7715196,4.547647541,2669.625824,1,1.620667711,0.24286086,1.664454016,0.95642478,6.405465805,-0.103792215,0.777042907,309.1407973,5.281762697,2024.985971,0.288994121,2.32531928,0.777042907,2.793351521,1.581776867,4.913699586,-1.310076311,0.534182047,644.6398529,-80.88402477,-19.63072231,-1.491766219,-1.206284096
8/31/2006,330.507416,4.526394652,2673.064299,1,1.423432465,0.561412628,1.688146395,0.96179427,7.598198216,1.287144783,0.664800383,297.5401567,5.333846229,2025.539631,0.290494741,1.619341346,0.664800383,2.838585417,1.592292525,6.523498736,0.566675105,0.103387755,647.5246678,-101.1832,-32.96725928,-1.07469948,-0.720469678
9/29/2006,325.8621476,4.480268527,2687.929986,1,1.369404338,0.870251079,1.711263945,0.970164295,6.756807777,0.257274937,0.786012998,292.6674814,5.355672656,2150.524937,0.288348524,1.327490353,0.786012998,2.876267365,1.604808152,5.338994765,-0.773548516,-0.084238081,537.4050489,-75.94712566,-33.19466619,-1.417813012,-1.030823453
10/31/2006,311.6175556,4.421771851,2664.464115,1,1.671359478,0.723014718,1.739865317,0.977178726,2.724028019,-5.692108772,1.113511993,280.6377338,5.332844273,2133.188295,0.285220576,2.19800251,1.113511993,2.939487794,1.622677883,0.978354377,-6.946494378,0.390497274,531.2758195,-103.4340113,-30.97982181,-1.745673642,-1.254385605
11/30/2006,302.7221078,4.377212685,2726.173446,1,1.090998921,1.745366398,1.758847229,0.994234075,1.840425947,-7.261034778,1.736474035,261.6559591,5.339136567,2176.663095,0.286335739,0.862487357,1.736474035,2.964840504,1.650855263,-0.494574961,-9.205090462,-0.008892364,549.5103509,-244.804421,-41.0661487,-2.335000908,-1.944055684
12/29/2006,272.5808673,4.388035376,2753.967712,1,1.112604362,1.193439321,1.77841624,1.006099655,-0.634010524,-12.10214094,1.138368007,233.5025493,5.308750545,2143.473393,0.281708227,0.958532475,1.138368007,2.993259464,1.669648071,-1.21268719,-12.29060933,-0.055071315,610.4943188,-290.8380109,-39.07831807,-0.578676667,-0.188468388
1/31/2007,256.4673335,4.383812958,2760.549352,1,1.391580113,-0.189188919,1.803164326,1.004196226,-3.322731924,-14.34875781,-0.671258227,219.5229154,5.33496875,2156.155615,0.27515179,1.134627012,-0.671258227,3.027221794,1.658440421,-4.770895144,-14.98514576,-0.482069308,604.3937362,-402.7869335,-36.94441808,-1.44816322,-0.636387946
2/28/2007,263.7571628,4.327755147,2763.491161,1,0.10867251,0.000283186,1.80512387,1.00419907,-3.748016625,-15.135348,-0.258496552,235.1772219,5.37972431,2142.792845,0.274595867,-0.347534749,-0.258496552,3.016701146,1.65415341,-5.832201281,-16.4464165,-0.258779737,620.6983157,-472.4013469,-28.57994089,-2.084184657,-1.311068501
3/30/2007,271.0576736,4.338799472,2728.598339,1,1.275615977,0.796155677,1.828150319,1.012194058,-0.895934277,-10.73156118,0.535369341,246.0097096,5.280588721,2092.728762,0.271983825,1.036625189,0.535369341,3.04797303,1.66300924,-2.616461168,-11.90033608,-0.260786337,635.8695764,-500.3093857,-25.047964,-1.720526891,-1.168774903
4/30/2007,260.9569434,4.284650657,2742.883946,1,0.754595844,1.569239587,1.841945465,1.028077808,-1.288226917,-10.85567315,1.740782483,244.3727604,5.190115789,2168.639983,0.264878754,0.791409048,1.740782483,3.072094965,1.691958613,-3.395355147,-12.52574478,0.171542896,574.243963,-381.474757,-16.58418303,-2.107128229,-1.670071637
5/31/2007,235.3450699,4.286537285,2788.990201,1,-1.749770552,-1.820841366,1.809715646,1.009358142,-2.565552152,-12.54673797,-1.518883757,216.7514239,5.272457407,2175.338164,0.263209745,-1.558977027,-1.518883757,3.02420171,1.666259729,-6.800461701,-16.27481713,0.301957608,613.6520376,-385.8620435,-18.59364595,-4.234909549,-3.728079157
6/29/2007,285.7377186,4.50965764,2769.070634,1,-3.442316217,-5.047314532,1.74741951,0.958412661,-0.42568704,-9.614427967,-5.439530956,255.4704461,5.201390196,2171.624677,0.26555741,-3.73503121,-5.439530956,2.911246832,1.575623015,-5.592352286,-14.04401442,-0.392216424,597.445957,-410.0187474,-30.26727253,-5.166665246,-4.429586456
7/31/2007,409.6555444,4.619402937,2788.815452,1,1.353455079,-0.310990823,1.771070049,0.955432086,-1.420145922,-10.00204181,-0.924626788,383.2462765,4.999410007,2178.662297,0.255676451,0.665061825,-0.924626788,2.930608423,1.561054383,-5.690239671,-13.72732323,-0.613635965,610.153155,-344.4368366,-26.40926783,-4.270093749,-3.725281411
8/31/2007,431.690616,4.613682813,2800.067921,1,2.560319693,1.961611819,1.816415104,0.974173955,-11.49112898,-19.22211498,2.579107332,422.7333015,5.013106899,2193.000212,0.25721677,3.178591758,2.579107332,3.023760501,1.601315651,-18.37091051,-25.43335035,0.617495512,607.0677093,-355.8472675,-8.957314421,-6.879781532,-6.21123537
9/28/2007,401.8092733,4.564503099,2743.706394,1,0.576721477,-0.155379866,1.82689076,0.972660284,-25.95607498,-32.40596151,-0.557133677,396.1562519,5.015973342,2079.913247,0.266011618,0.200764174,-0.557133677,3.029831129,1.592394182,-27.38309847,-33.474909,-0.401753811,663.7931461,-607.9514379,-5.653021432,-1.427023494,-1.068947493
10/31/2007,415.0515669,4.55082095,2767.829508,1,-2.169315501,-5.254006532,1.787259735,0.92155665,-31.24367851,-38.24861334,-5.176829202,420.1798558,5.042552977,2075.576033,0.261474418,-2.032612547,-5.176829202,2.968246401,1.509958655,-35.4536901,-41.70175776,0.07717733,692.2534749,-1034.768995,5.128288863,-4.210011589,-3.453144425
11/30/2007,547.5265287,4.64548499,2800.603128,1,0.221443688,0.052708984,1.791217509,0.922042393,-26.16275055,-34.78373072,-0.732875189,547.4706857,5.00423731,2109.145638,0.258468021,-0.608751877,-0.732875189,2.950177146,1.498892543,-24.63705311,-32.98403887,-0.785584173,691.4574891,-1254.179398,-0.055843081,1.525697433,1.799691847
12/31/2007,563.4188783,4.580640259,2853.153766,1,-1.344148088,-4.089002443,1.767140893,0.884340057,-20.737327,-26.96986655,-2.298656652,593.407554,4.862041304,2127.084338,0.251064597,0.229933438,-2.298656652,2.956960589,1.464438149,-21.79068237,-27.60418616,1.790345791,726.0694285,-1074.583865,29.98867578,-1.053355367,-0.634319608
1/31/2008,659.254267,4.654187468,2852.185033,1,-1.351951277,-2.740293738,1.74325001,0.860106542,-21.82025994,-26.61939495,-3.722754891,651.7223511,4.890227238,2238.046588,0.247802315,-2.508128561,-3.722754891,2.882796216,1.409920707,-22.58173631,-27.16777332,-0.982461152,614.1384451,-782.889986,-7.531915852,-0.761476378,-0.548378365
2/29/2008,736.1585097,4.640646474,2890.187376,1,-0.331706988,-0.918083433,1.737467527,0.852210046,-19.06234114,-24.75883055,-1.972895079,769.5961373,4.817567612,2469.360409,0.244325284,-1.458138204,-1.972895079,2.840761063,1.38210445,-15.60530132,-21.28351752,-1.054811646,420.8269671,-777.7602572,33.4376276,3.457039814,3.475313026
3/31/2008,771.3670594,4.555192353,2840.785705,1,4.276555661,6.026658271,1.811771293,0.903569833,-13.28917245,-19.95650546,6.005414493,836.0952526,4.676704627,2446.992333,0.244167184,4.486929146,6.005414493,2.968224,1.465105551,-8.513767634,-15.12005849,-0.021243778,393.7933722,-692.9917433,64.72819321,4.775404812,4.836446967
4/30/2008,642.4317005,4.453512576,2870.86609,1,0.35576976,1.428025532,1.818217028,0.916473041,-8.113421954,-15.52412817,1.018537154,701.8832705,4.705486041,2623.128514,0.243603006,-0.014741792,1.018537154,2.96778643,1.480028196,-1.14039319,-8.666980771,-0.409488378,247.7375752,-549.9069952,59.45157008,6.973028764,6.857147402
5/30/2008,621.2071134,4.424559179,2940.721888,1,-3.021123436,-3.683296637,1.763286447,0.88271662,-2.590365415,-9.572769326,-5.739700823,684.9646896,4.649470882,2865.328129,0.241279304,-5.028811972,-5.739700823,2.818542031,1.395079005,6.428418256,-0.775518629,-2.056404185,75.39375845,-436.5630542,63.75757625,9.018783671,8.797250697
6/30/2008,695.756466,4.476988012,2853.900353,1,-1.321706686,-1.863548682,1.739980972,0.866266766,4.783586111,-2.573496908,-2.920029146,776.5437451,4.725166701,2542.494017,0.248926166,-2.48718581,-2.920029146,2.748439653,1.354342292,14.42563699,6.769454874,-1.056480464,311.4063364,-238.9180838,80.78727914,9.642050878,9.342951782
7/31/2008,754.0923809,4.456362952,2915.758905,1,0.341227723,-0.738501979,1.74591827,0.859869369,6.354606224,-0.818039645,-0.559599287,856.6334858,4.622793776,2646.678425,0.238716698,0.560686386,-0.559599287,2.76384978,1.346763402,17.21055083,9.708398089,0.178902692,269.0804798,-70.96537341,102.5411049,10.8559446,10.52643773
8/29/2008,787.5378834,4.407747539,2942.298036,1,-7.917310359,-8.484108726,1.607688502,0.786917117,22.06442779,13.84168562,-11.33948031,903.0417801,4.64183263,2763.847001,0.239089001,-10.69456151,-11.33948031,2.468268166,1.194047431,39.76505225,30.93058201,-2.855371583,178.4510352,-49.74863835,115.5038966,17.70062446,17.08889638
9/30/2008,1009.760711,4.390894875,2925.929802,1,-15.86046531,-16.45112898,1.352701624,0.657460367,47.58607229,38.44765418,-11.28144067,1235.687363,4.337191531,2950.139128,0.234033622,-10.86181323,-11.28144067,2.200169487,1.059341679,59.30169384,49.97940434,5.169688317,-24.20932601,266.3237302,225.9266515,11.71562155,11.53175015
10/31/2008,1449.820562,4.209232461,2953.136842,1,-9.155572269,-13.44360231,1.22885405,0.56907401,64.05682353,59.35918279,-16.90316995,1606.192987,4.040896229,3234.337753,0.235768963,-12.92063944,-16.90316995,1.915893521,0.880279354,85.51853545,80.71115737,-3.459567642,-281.2009104,720.5662097,156.3724247,21.46171192,21.35197457
11/26/2008,1801.705926,4.066654521,3053.517908,1,7.627569036,5.666686434,1.322585741,0.60132165,57.3628567,58.89131976,14.11118967,2168.686985,3.829553163,4027.999483,0.233558665,16.0471817,14.11118967,2.223340435,1.004497244,65.42782445,67.36828964,8.44450324,-974.4815753,1073.706412,366.9810589,8.064967742,8.476969883
12/31/2008,1638.002743,4.057581029,3262.906794,1,5.904900135,7.402539707,1.400683108,0.645834724,50.59516201,47.85486326,5.54453217,1699.284611,3.882727287,4294.971785,0.257240452,4.01550131,5.54453217,2.3126187,1.060191917,62.10934037,59.34249975,-1.858007538,-1032.064991,1026.407846,61.28186825,11.51417836,11.48763649
1/30/2009,1442.144253,4.116390505,3033.189116,1,-2.699738538,-2.273544425,1.362868326,0.631151384,54.96928627,50.86191998,-3.142381195,1530.219321,4.004680614,3731.179811,0.236695763,-3.494217328,-3.142381195,2.231810776,1.026876645,68.57105618,64.49372115,-0.86883677,-697.9906951,813.4144309,88.0750682,13.6017699,13.63180116
2/27/2009,1513.918767,4.042340693,3116.488272,1,3.184255824,1.594137428,1.40626554,0.641212805,54.82689795,54.12419257,5.946903425,1736.12671,3.946117038,3782.958073,0.229106432,7.421819312,5.946903425,2.39745174,1.087944007,63.85193938,63.26838177,4.352765997,-666.4698013,862.3580981,222.2079435,9.025041431,9.144189197
3/31/2009,1464.358803,3.990492041,3223.478759,1,11.71445484,12.7938907,1.571001882,0.72324887,41.84345641,38.71171756,14.3055825,1649.427928,3.956426524,3786.40875,0.249497209,13.26677658,14.3055825,2.715516305,1.243580735,48.22220136,44.90883473,1.511691807,-562.9299912,893.6278046,185.0691255,6.378744949,6.19711717
4/30/2009,1192.338696,4.135093173,3279.142303,1,6.345983894,7.044562876,1.670697408,0.774198591,28.67367043,23.32218491,8.698566849,1299.676997,4.27183203,3582.466896,0.26235811,8.0436155,8.698566849,2.933941996,1.351754437,32.07766934,26.2615003,1.654003973,-303.3245934,651.1893277,107.3383009,3.403998911,2.939315395
5/29/2009,1057.770168,4.255199738,3300.375581,1,2.808017552,3.102253513,1.717610885,0.798216194,26.69814793,19.26459484,2.404687579,1113.485743,4.493993224,3271.179674,0.293531051,2.242297414,2.404687579,2.999729701,1.384259908,30.78373111,22.74329213,-0.697565934,29.19590711,382.9605932,55.71557571,4.085583183,3.47869729
6/30/2009,934.6745498,4.255635423,3250.20149,1,6.148282855,5.732434871,1.82321446,0.843973418,23.59725089,15.91952409,4.461876989,1029.3811,4.487837934,3184.10379,0.283807514,4.840098736,4.461876989,3.144919581,1.446023882,29.38941895,21.09020822,-1.270557882,66.0977006,238.3753544,94.70654979,5.792168051,5.170684136
7/31/2009,825.0577543,4.268829972,3334.969455,1,1.845643564,1.050018723,1.856864501,0.852835297,21.38598359,13.12986457,2.177603889,970.2320943,4.631851756,3317.095284,0.27225896,3.008152308,2.177603889,3.239523552,1.477512554,26.34941975,16.88013563,1.127585167,17.87417154,185.4879354,145.17434,4.963436157,3.750271057
8/31/2009,837.2865218,4.282108353,3373.086518,1,5.684381894,5.042522719,1.96241577,0.89583971,18.28118163,10.66076264,5.811165291,913.0135994,4.642667362,3452.452562,0.268969246,6.490236494,5.811165291,3.449776291,1.563373251,22.42385967,13.93103396,0.768642572,-79.36604438,159.0185037,75.72707763,4.14267804,3.270271326
9/30/2009,743.436981,4.276809748,3372.076095,1,1.73171393,1.607290323,1.996399197,0.910238455,19.22226878,11.47505773,1.626040905,825.7844652,4.819339544,3380.244171,0.263177691,1.598102738,1.626040905,3.504907261,1.588794339,23.54445577,15.14722648,0.018750582,-8.16807565,122.8045589,82.34748423,4.322186994,3.672168746
10/30/2009,729.2543526,4.271485653,3464.829626,1,0.982755469,-0.369877097,2.01601892,0.906871692,16.72473624,11.28111189,0.123909668,794.1524286,4.85509919,3369.401081,0.253467509,1.41031806,0.123909668,3.554337601,1.590763009,19.98193241,14.07791217,0.493786765,95.42854503,159.7981223,64.89807602,3.257196175,2.796800286
11/30/2009,727.9995145,4.228671906,3407.244488,1,3.236070036,5.356459334,2.081258704,0.955447905,15.0691458,9.102517084,5.68575246,717.2055784,4.687376873,3338.384543,0.249404113,3.47986391,5.68575246,3.678023712,1.681209856,17.19511497,10.92110001,0.329293127,68.85994537,123.6504798,-10.79393609,2.125969165,1.818582929
12/31/2009,611.5948972,4.265711286,3340.885561,1,1.350254612,-0.057549732,2.109360995,0.954898048,15.9881517,11.2967042,0.483368908,596.7342453,4.956048705,2910.371138,0.235842396,1.928949146,0.483368908,3.748970919,1.689336302,17.44530513,12.81120277,0.54091864,430.5144229,90.31168692,-14.86065185,1.457153433,1.514498573
1/29/2010,628.729822,4.312492467,3371.87621,1,0.126404272,-0.285994009,2.112027318,0.952167096,17.33425597,13.19222169,-0.01116988,603.0142686,5.12570731,2749.971918,0.214665964,0.352525494,-0.01116988,3.762186997,1.689147605,19.00505226,14.6866625,0.274824129,621.9042917,142.3832577,-25.71555342,1.670796285,1.494440811
2/26/2010,651.5606688,4.317932616,3336.448757,1,3.089448439,3.791032241,2.177277313,0.988264058,14.19251559,9.492290557,5.157688421,627.2258356,4.998389004,2707.241823,0.219395702,4.41456455,5.157688421,3.928271171,1.776268576,14.6164316,9.746665235,1.36665618,629.2069339,192.2924257,-24.33483323,0.42391601,0.254374679
3/31/2010,570.7309981,4.264929594,3285.54506,1,2.346327516,1.51446082,2.228363369,1.00323093,13.2811192,8.398125806,1.451907489,513.6245059,5.077987295,2589.536712,0.221769685,2.462326833,1.451907489,4.024998046,1.802058352,13.78465472,8.84221897,-0.06255333,696.0083479,107.8688879,-57.10649214,0.50353552,0.444093164
4/30/2010,541.149368,4.235269395,3027.139856,1,-3.5279566,-4.831620507,2.149747677,0.954758619,18.0245883,13.02708546,-5.289113964,486.8346387,5.140485043,2542.591164,0.213545926,-3.724618908,-5.289113964,3.875082208,1.706745432,19.8471123,14.81194609,-0.457493458,484.5486912,86.19359951,-54.31472929,1.822524003,1.784860634
5/28/2010,674.8095744,4.351952188,3036.74432,1,1.229609544,-0.290053233,2.17618118,0.95198931,15.44782733,12.45809038,-0.448763456,621.0025489,5.037007825,2529.448869,0.201561879,1.240650293,-0.448763456,3.923158427,1.699086182,17.0506956,14.45422394,-0.158710223,507.2954514,187.6521634,-53.80702547,1.602868263,1.996133566
6/30/2010,696.2991954,4.331280312,3033.274973,1,3.550337259,2.766907036,2.253442951,0.97832997,12.75433654,8.918748238,3.055003791,642.8499481,5.123999373,2544.731358,0.196868042,3.722376953,3.055003791,4.069193172,1.75099333,13.81627675,10.02016815,0.288096755,488.5436148,176.5343743,-53.44924723,1.061940205,1.101419913
7/30/2010,639.569819,4.196170117,3008.661219,1,0.023532314,-1.381798944,2.253973238,0.964811416,8.232136363,3.856143155,-1.374913994,577.0995621,5.190460616,2459.540508,0.19484037,0.587979912,-1.374913994,4.09311921,1.726918677,8.435865964,4.021939942,0.00688495,549.1207105,105.5701267,-62.47025685,0.203729602,0.165796787
8/31/2010,678.2680181,4.174699299,2953.845311,1,2.981194369,2.74993007,2.321168561,0.991343056,1.664361768,-2.834787478,3.14135419,607.3777117,5.176400534,2371.873641,0.193898377,3.181682942,3.14135419,4.223349286,1.781167309,1.546180808,-3.891274649,0.39142412,581.9716706,-26.50036286,-70.89030643,-0.11818096,-1.056487171
9/30/2010,620.6324221,4.103345031,2950.669549,1,2.541127625,2.354965618,2.380152417,1.014688844,4.984511363,0.80356369,2.710879919,553.0930579,5.217124268,2386.413825,0.183766028,2.528072092,2.710879919,4.3301186,1.829452616,2.226221847,-2.937630689,0.3559143,564.2557248,-176.4257007,-67.53936422,-2.758289516,-3.741194379
10/29/2010,569.4562302,4.082944514,2931.843455,1,-1.132685884,-0.543214961,2.353192766,1.009176902,3.91007817,-1.25778739,-0.805890659,525.1984979,5.395274861,2396.487762,0.173803859,-1.51394612,-0.805890659,4.264562938,1.814709229,1.792491186,-4.640353261,-0.262675698,535.3556929,-91.71887445,-44.25773231,-2.117586984,-3.382565871
11/30/2010,604.3490347,4.26715382,2932.882933,1,1.771799004,3.29385382,2.394886612,1.042417714,4.80112964,-2.486357123,2.761171687,553.0866145,5.307152527,2417.954476,0.169332885,1.076339613,2.761171687,4.310464118,1.864816466,2.847522048,-5.949994582,-0.532682134,514.928457,-125.1248459,-51.26242022,-1.953607592,-3.463637459
12/31/2010,521.2832102,4.235809377,2939.060926,1,2.159693848,1.95241706,2.446608831,1.062770055,5.687315143,-1.910238967,2.195612047,492.0840523,5.208608551,2362.774664,0.167636097,2.146548834,2.195612047,4.402990335,1.905760601,4.950438045,-4.43862828,0.243194986,576.2862624,-172.1016471,-29.19915789,-0.736877098,-2.528389312
1/31/2011,486.3465643,4.227993114,2907.949731,1,1.28842452,1.412256124,2.478131539,1.077779091,6.792807698,-0.560981974,1.65112092,452.4945863,5.214221563,2348.117809,0.163281659,1.685269815,1.65112092,4.477192602,1.937227013,6.126290506,-2.776067935,0.238864796,559.8319214,-151.6731624,-33.85197796,-0.666517192,-2.21508596
2/28/2011,459.2682431,4.150247779,2913.04832,1,0.32912682,0.398399199,2.486287735,1.082072954,6.305683508,-0.531196408,0.628140853,426.9313839,5.214761357,2323.379446,0.161296818,0.564006053,0.628140853,4.50244424,1.949395527,5.869221197,-2.260000634,0.229741654,589.6688736,-114.8664864,-32.33685925,-0.43646231,-1.728804226
3/31/2011,462.8621102,4.214775884,2908.298579,1,1.529478246,0.500019125,2.524314965,1.087483526,5.784094642,-1.05278458,0.615820136,415.7137497,5.324452661,2285.070402,0.154526665,1.718752871,0.615820136,4.579830129,1.961400297,5.24178857,-3.089452886,0.115801011,623.2281768,-114.1731001,-47.14836049,-0.542306072,-2.036668306
4/29/2011,454.9557685,4.193916073,2900.196324,1,0.511658823,-0.767614918,2.537230845,1.07913584,3.894227032,-2.509739384,-0.094455581,409.5398366,5.372295,2310.593128,0.150264737,1.404942851,-0.094455581,4.644174125,1.959547645,3.340140096,-4.946455589,0.673159337,589.6031961,-121.4187195,-45.41593184,-0.554086936,-2.436716205
5/31/2011,487.157411,4.24384053,2855.894237,1,-0.980476592,-0.792007868,2.512353891,1.070588999,7.027746862,0.427337814,-0.758937472,421.5800348,5.400947119,2294.460835,0.148416117,-1.121618102,-0.758937472,4.592084228,1.944675904,6.256037199,-2.355267172,0.033070396,561.4334017,-161.0141749,-65.57737627,-0.771709662,-2.782604986
6/30/2011,519.7648211,4.41157738,2856.988948,1,1.134424495,-0.467428914,2.540854649,1.065584756,7.813713452,2.136080807,-0.937436337,467.3539041,5.314358801,2336.036726,0.140151994,0.856254636,-0.937436337,4.631404162,1.926445805,7.754320764,-0.03297855,-0.470007423,520.952221,-92.40405854,-52.41091696,-0.059392687,-2.169059357
7/29/2011,533.9996922,4.289105421,2848.448666,1,-3.988077792,-5.965628762,2.439523389,1.002015926,13.61653371,9.878368441,-6.751889716,486.8757693,5.339276682,2315.510515,0.138074049,-4.167092626,-6.751889716,4.43840926,1.796374309,14.83746306,9.556691163,-0.786260954,532.938151,-58.212782,-47.12392295,1.220929349,-0.321677277
8/31/2011,704.7683809,4.495342935,2839.90722,1,-3.267941006,-3.8697328,2.359801203,0.963240587,19.07809228,15.97115406,-4.704871994,668.6867696,5.323101583,2349.719179,0.134552546,-3.374167404,-4.704871994,4.288649902,1.711857197,20.89636808,17.21819586,-0.835139194,490.1880406,129.5813997,-36.08161136,1.818275799,1.247041797
9/30/2011,797.0581228,4.49443388,2794.301844,1,5.889910595,6.18764708,2.498791384,1.022842515,13.41138781,10.32273293,3.730034111,766.6757059,5.307132739,2294.270873,0.133517564,3.214688724,3.730034111,4.426516647,1.775710055,19.94635223,15.90003584,-2.457612969,500.0309712,248.1307778,-30.3824169,6.534964421,5.57730291
10/31/2011,661.1751047,4.235563288,2794.383564,1,-2.144514415,-2.577025511,2.445204443,0.996483602,16.7811106,13.61801835,-2.546009412,630.9399844,5.109905718,2309.710189,0.129634059,-1.931807804,-2.546009412,4.341004853,1.73050031,23.01331501,18.98718,0.031016099,484.6733747,124.265056,-30.23512029,6.232204405,5.369161658
11/30/2011,729.4738806,4.266959857,2804.1802,1,2.644514266,2.008651687,2.509868223,1.016499487,15.52567181,13.38317115,1.349880001,687.8591672,4.983385561,2406.105998,0.129585781,2.123947904,1.349880001,4.433205534,1.753859987,22.16861634,19.57142284,-0.658771685,398.0742022,186.2795995,-41.61471348,6.642944527,6.188251691
12/30/2011,693.3848573,4.160250626,2765.702187,1,3.023543693,2.554759837,2.585755186,1.042468608,13.62466079,12.59813051,3.83787675,687.3195471,4.954714154,2348.822471,0.12703882,4.235132081,3.83787675,4.620957644,1.821170972,19.4413693,18.30872119,1.283116913,416.8797163,188.5742648,-6.065310232,5.816708509,5.710590682
1/31/2012,638.0197267,4.025051718,2779.427373,1,2.347904545,2.807215132,2.646466249,1.071732944,11.57271201,9.563391324,3.419629677,606.9677355,4.990844715,2298.995226,0.126943941,2.824539712,3.419629677,4.751478428,1.883448275,16.98835671,14.56807937,0.612414545,480.4321478,164.0262065,-31.0519912,5.415644703,5.004688044
2/29/2012,574.1347295,3.939940045,2770.449938,1,-0.128513968,0.428472134,2.64306517,1.076325021,12.84985225,10.0498897,1.162277787,525.631055,5.042527478,2378.957892,0.127234669,0.320410245,1.162277787,4.766702651,1.905339176,18.09227486,14.53796891,0.733805653,391.4920464,104.9266784,-48.50367455,5.242422614,4.488079206
3/30/2012,577.0352103,4.060183213,2769.63537,1,1.031323832,-0.026976469,2.670323731,1.076034667,13.59626224,11.35986721,-0.238037231,540.75565,5.068387071,2390.451764,0.122904316,1.115917943,-0.238037231,4.819895142,1.900803759,18.9734065,15.91825023,-0.211060762,379.1836059,122.6896699,-36.27956022,5.377144267,4.558383017
4/30/2012,576.3744879,4.102610199,2744.612762,1,-1.284014988,-2.228768722,2.636036375,1.052052343,14.42994184,14.56941325,-2.008848509,526.8266778,5.256055514,2285.146434,0.127396347,-0.427376397,-2.008848509,4.799296047,1.862619491,19.66471395,20.54882446,0.219920212,459.4663283,149.3963885,-49.54781007,5.234772108,5.979411216
5/31/2012,648.1715859,4.182791661,2703.710456,1,2.006018894,2.196819218,2.688915762,1.075164031,9.214917198,10.19494878,1.946403958,557.9971682,5.219018699,2065.200732,0.126542381,1.668383799,1.946403958,4.879366725,1.898873591,13.73991004,15.71877713,-0.25041526,638.5097248,209.6751049,-90.17441771,4.524992843,5.523828349
6/29/2012,612.1688796,4.031204147,2763.0124,1,1.877113013,1.226089873,2.73938975,1.088346508,9.202486242,10.86450578,1.418572612,533.9804057,5.031173395,2149.727154,0.117073661,2.278397535,1.418572612,4.990538096,1.925810492,12.72039766,15.78706463,0.192482739,613.2852459,124.0481037,-78.18847391,3.517911423,4.922558843
7/31/2012,592.2124742,3.91379641,2770.418069,1,1.179538732,1.162519723,2.771701913,1.100998751,7.272101409,9.457861563,2.193246051,520.1741283,5.013809967,2169.209337,0.116724765,2.132405292,2.193246051,5.096956595,1.968048254,9.730680294,13.21078428,1.030726328,601.2087318,148.2315332,-72.03834593,2.458578885,3.752922719
8/31/2012,575.1869812,3.905859673,2810.253492,1,1.381979114,1.460716839,2.810006255,1.117081225,6.845700378,8.064846679,1.959294864,486.5404496,5.123254129,2174.630757,0.114605899,1.723879235,1.959294864,5.184821971,2.006608123,9.155982459,11.50619055,0.498578025,635.6227354,126.7496232,-88.64653163,2.310282081,3.441343869
