Date,Class,OAS,WARF,ER_M,Trl_12M_ER
5/31/2012,FA,557.9971682,2065.200732,1.946403958,15.71877713
6/29/2012,FA,533.9804057,2149.727154,1.418572612,15.78706463
7/31/2012,FA,520.1741283,2169.209337,2.193246051,13.21078428
8/31/2012,FA,486.5404496,2174.630757,1.959294864,11.50619055
9/28/2012,FA,460.7796888,2160.046486,2.563553242,10.98371041
10/31/2012,FA,439.7740648,2116.197537,0.049800984,12.15383535
11/30/2012,FA,461.4598189,2187.024429,1.847521359,11.83099965
12/31/2012,FA,441.3346788,2096.30143,2.741324955,8.063584724
1/31/2013,FA,402.3588268,2105.255729,0.149745694,10.20762491
2/28/2013,FA,400.1233376,2117.08484,1.135690601,9.702020134
3/28/2013,FA,386.9883006,2083.286593,0.964180472,9.457963326
4/30/2013,FA,383.8917087,2072.274626,1.905593786,7.921594948
5/31/2013,FA,372.2409115,2144.331608,-2.138297481,11.65803654
6/28/2013,FA,419.7530896,2049.270746,1.478421329,9.266017059
7/31/2013,FA,392.4112715,2041.576447,-0.080569699,9.748293603
8/30/2013,FA,394.9815021,2011.283625,0.424112715,8.413882744
9/30/2013,FA,393.3403934,1967.93548,2.082975267,6.626903983
10/31/2013,FA,361.6934608,1947.29237,1.104647384,4.28815631
11/27/2013,FA,350.2619464,1950.562186,1.554352466,1.408725722
12/31/2013,FA,326.7309558,1891.510974,-0.71987277,1.607895249
1/31/2014,FA,345.9685082,1957.545961,2.136771019,2.924084684
2/28/2014,FA,317.2941912,1919.112256,0.67170557,1.371051276
3/31/2014,FA,305.4223243,1898.639182,0.739562952,2.085034916
4/30/2014,FA,296.1040851,1925.024475,0.475231599,2.022012873
5/30/2014,FA,293.4091132,1855.389421,1.249852366,0.152320012
6/30/2014,FA,278.9866078,1844.19266,-0.695523046,-0.85571536
7/31/2014,FA,299.9269422,1837.071891,0.360453035,-2.468266011
8/29/2014,FA,295.6214426,1814.321909,-0.796927013,-5.033812984
9/30/2014,FA,331.5865224,1810.052867,0.40034843,-2.8094984
10/31/2014,FA,320.1667623,1736.891162,-1.112975466,-3.288233414
11/26/2014,FA,341.7465021,1693.225863,-1.249596891,-5.000224794
12/31/2014,FA,369.0120579,1668.451577,-0.524883869,-8.35180167
1/30/2015,FA,383.935144,1674.763851,3.459811306,-10.5903925
2/27/2015,FA,329.7815698,1699.653178,-0.847341429,-4.410684878
3/31/2015,FA,352.7613253,1715.58639,1.44909885,-0.436866456
4/30/2015,FA,352.1639065,1672.362541,0.413203365,-0.874908375
5/29/2015,FA,348.8344172,1680.555206,-0.605689598,0.337580194
6/30/2015,FA,370.5360525,1688.809204,-1.695024859,4.714187596
7/31/2015,FA,409.1685613,1685.927413,-1.271878213,9.302444943
8/31/2015,FA,444.4210166,1690.301529,-3.406438125,14.39986958
